Chemin,Format,Train_Test,Classe,Nom,Type,Largeur,Hauteur,Canaux,Doute_Carre
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222140644_0810_T_000003.png,112x112,train,bottom dirt,DJI_20230222140644_0810_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222140644_0810_T_000005.png,112x112,train,bottom dirt,DJI_20230222140644_0810_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222140749_0836_T_000001.png,112x112,train,bottom dirt,DJI_20230222140749_0836_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222140749_0836_T_000006.png,112x112,train,bottom dirt,DJI_20230222140749_0836_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222140749_0836_T_000013.png,112x112,train,bottom dirt,DJI_20230222140749_0836_T_000013,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222141421_0908_T_000001.png,112x112,train,bottom dirt,DJI_20230222141421_0908_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222141506_0927_T_000004.png,112x112,train,bottom dirt,DJI_20230222141506_0927_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222141506_0927_T_000005.png,112x112,train,bottom dirt,DJI_20230222141506_0927_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222142502_0277_T_000002.png,112x112,train,bottom dirt,DJI_20230222142502_0277_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222142502_0277_T_000006.png,112x112,train,bottom dirt,DJI_20230222142502_0277_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222142633_0323_T_000008.png,112x112,train,bottom dirt,DJI_20230222142633_0323_T_000008,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222142659_0339_T_000021.png,112x112,train,bottom dirt,DJI_20230222142659_0339_T_000021,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222143029_0448_T_000009.png,112x112,train,bottom dirt,DJI_20230222143029_0448_T_000009,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222143448_0579_T_000011.png,112x112,train,bottom dirt,DJI_20230222143448_0579_T_000011,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222143519_0593_T_000010.png,112x112,train,bottom dirt,DJI_20230222143519_0593_T_000010,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222143736_0655_T_000008.png,112x112,train,bottom dirt,DJI_20230222143736_0655_T_000008,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222144042_0734_T_000002.png,112x112,train,bottom dirt,DJI_20230222144042_0734_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222144127_0752_T_000002.png,112x112,train,bottom dirt,DJI_20230222144127_0752_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222144127_0752_T_000006.png,112x112,train,bottom dirt,DJI_20230222144127_0752_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222144143_0760_T_000002.png,112x112,train,bottom dirt,DJI_20230222144143_0760_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222144143_0760_T_000005.png,112x112,train,bottom dirt,DJI_20230222144143_0760_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222144617_0006_T_000002.png,112x112,train,bottom dirt,DJI_20230222144617_0006_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222145032_0167_T_000004.png,112x112,train,bottom dirt,DJI_20230222145032_0167_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222145358_0284_T_000003.png,112x112,train,bottom dirt,DJI_20230222145358_0284_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222145358_0284_T_000010.png,112x112,train,bottom dirt,DJI_20230222145358_0284_T_000010,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222145832_0433_T_000005.png,112x112,train,bottom dirt,DJI_20230222145832_0433_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222145832_0433_T_000007.png,112x112,train,bottom dirt,DJI_20230222145832_0433_T_000007,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222150201_0533_T_000002.png,112x112,train,bottom dirt,DJI_20230222150201_0533_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222150854_0720_T_000007.png,112x112,train,bottom dirt,DJI_20230222150854_0720_T_000007,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222150859_0722_T_000003.png,112x112,train,bottom dirt,DJI_20230222150859_0722_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222150914_0729_T_000001.png,112x112,train,bottom dirt,DJI_20230222150914_0729_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222151006_0752_T_000003.png,112x112,train,bottom dirt,DJI_20230222151006_0752_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222151006_0752_T_000007.png,112x112,train,bottom dirt,DJI_20230222151006_0752_T_000007,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230222151006_0752_T_000010.png,112x112,train,bottom dirt,DJI_20230222151006_0752_T_000010,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223103801_0088_T_000002.png,112x112,train,bottom dirt,DJI_20230223103801_0088_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223103807_0092_T_000001.png,112x112,train,bottom dirt,DJI_20230223103807_0092_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223103807_0092_T_000002.png,112x112,train,bottom dirt,DJI_20230223103807_0092_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104018_0160_T_000001.png,112x112,train,bottom dirt,DJI_20230223104018_0160_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104018_0160_T_000002.png,112x112,train,bottom dirt,DJI_20230223104018_0160_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104018_0160_T_000006.png,112x112,train,bottom dirt,DJI_20230223104018_0160_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104025_0164_T_000002.png,112x112,train,bottom dirt,DJI_20230223104025_0164_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104025_0164_T_000003.png,112x112,train,bottom dirt,DJI_20230223104025_0164_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104025_0164_T_000004.png,112x112,train,bottom dirt,DJI_20230223104025_0164_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104025_0164_T_000005.png,112x112,train,bottom dirt,DJI_20230223104025_0164_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104025_0164_T_000006.png,112x112,train,bottom dirt,DJI_20230223104025_0164_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104136_0198_T_000005.png,112x112,train,bottom dirt,DJI_20230223104136_0198_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000002.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000003.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000004.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000005.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000006.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000007.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000007,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000008.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000008,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000009.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000009,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000010.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000010,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104424_0277_T_000014.png,112x112,train,bottom dirt,DJI_20230223104424_0277_T_000014,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000002.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000003.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000004.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000005.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000006.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000008.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000008,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000009.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000009,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000010.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000010,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000011.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000011,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000012.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000012,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000013.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000013,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000014.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000014,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000016.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000016,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000017.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000017,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000018.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000018,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000019.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000019,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223104434_0281_T_000020.png,112x112,train,bottom dirt,DJI_20230223104434_0281_T_000020,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105049_0455_T_000001.png,112x112,train,bottom dirt,DJI_20230223105049_0455_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105049_0455_T_000002.png,112x112,train,bottom dirt,DJI_20230223105049_0455_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105049_0455_T_000004.png,112x112,train,bottom dirt,DJI_20230223105049_0455_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105222_0496_T_000001.png,112x112,train,bottom dirt,DJI_20230223105222_0496_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105222_0496_T_000002.png,112x112,train,bottom dirt,DJI_20230223105222_0496_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105222_0496_T_000003.png,112x112,train,bottom dirt,DJI_20230223105222_0496_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105222_0496_T_000004.png,112x112,train,bottom dirt,DJI_20230223105222_0496_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105222_0496_T_000007.png,112x112,train,bottom dirt,DJI_20230223105222_0496_T_000007,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105222_0496_T_000008.png,112x112,train,bottom dirt,DJI_20230223105222_0496_T_000008,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105222_0496_T_000009.png,112x112,train,bottom dirt,DJI_20230223105222_0496_T_000009,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105222_0496_T_000010.png,112x112,train,bottom dirt,DJI_20230223105222_0496_T_000010,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223105222_0496_T_000011.png,112x112,train,bottom dirt,DJI_20230223105222_0496_T_000011,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223112131_0381_T_000006.png,112x112,train,bottom dirt,DJI_20230223112131_0381_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223112133_0382_T_000005.png,112x112,train,bottom dirt,DJI_20230223112133_0382_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223113140_0583_T_000008.png,112x112,train,bottom dirt,DJI_20230223113140_0583_T_000008,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114405_0906_T_000002.png,112x112,train,bottom dirt,DJI_20230223114405_0906_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114641_0971_T_000001.png,112x112,train,bottom dirt,DJI_20230223114641_0971_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114641_0971_T_000002.png,112x112,train,bottom dirt,DJI_20230223114641_0971_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114644_0972_T_000004.png,112x112,train,bottom dirt,DJI_20230223114644_0972_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114647_0973_T_000001.png,112x112,train,bottom dirt,DJI_20230223114647_0973_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114647_0973_T_000002.png,112x112,train,bottom dirt,DJI_20230223114647_0973_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114647_0973_T_000003.png,112x112,train,bottom dirt,DJI_20230223114647_0973_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114649_0974_T_000002.png,112x112,train,bottom dirt,DJI_20230223114649_0974_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114649_0974_T_000004.png,112x112,train,bottom dirt,DJI_20230223114649_0974_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223114906_0046_T_000005.png,112x112,train,bottom dirt,DJI_20230223114906_0046_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223115216_0173_T_000007.png,112x112,train,bottom dirt,DJI_20230223115216_0173_T_000007,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223120458_0467_T_000003.png,112x112,train,bottom dirt,DJI_20230223120458_0467_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223135007_0150_T_000002.png,112x112,train,bottom dirt,DJI_20230223135007_0150_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223135007_0150_T_000003.png,112x112,train,bottom dirt,DJI_20230223135007_0150_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223135007_0150_T_000004.png,112x112,train,bottom dirt,DJI_20230223135007_0150_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223135007_0150_T_000005.png,112x112,train,bottom dirt,DJI_20230223135007_0150_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223135007_0150_T_000008.png,112x112,train,bottom dirt,DJI_20230223135007_0150_T_000008,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223135007_0150_T_000009.png,112x112,train,bottom dirt,DJI_20230223135007_0150_T_000009,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230223135007_0150_T_000010.png,112x112,train,bottom dirt,DJI_20230223135007_0150_T_000010,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230227133156_0890_T_000002.png,112x112,train,bottom dirt,DJI_20230227133156_0890_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230227133156_0890_T_000003.png,112x112,train,bottom dirt,DJI_20230227133156_0890_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228122654_0466_T_000003.png,112x112,train,bottom dirt,DJI_20230228122654_0466_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228122654_0466_T_000004.png,112x112,train,bottom dirt,DJI_20230228122654_0466_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228122926_0538_T_000005.png,112x112,train,bottom dirt,DJI_20230228122926_0538_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228122931_0540_T_000004.png,112x112,train,bottom dirt,DJI_20230228122931_0540_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228122938_0543_T_000001.png,112x112,train,bottom dirt,DJI_20230228122938_0543_T_000001,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228124402_0129_T_000003.png,112x112,train,bottom dirt,DJI_20230228124402_0129_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228132422_0284_T_000003.png,112x112,train,bottom dirt,DJI_20230228132422_0284_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228132422_0284_T_000004.png,112x112,train,bottom dirt,DJI_20230228132422_0284_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228132443_0300_T_000002.png,112x112,train,bottom dirt,DJI_20230228132443_0300_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228132912_0443_T_000002.png,112x112,train,bottom dirt,DJI_20230228132912_0443_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228132912_0443_T_000004.png,112x112,train,bottom dirt,DJI_20230228132912_0443_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228133513_0610_T_000003.png,112x112,train,bottom dirt,DJI_20230228133513_0610_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228134331_0772_T_000004.png,112x112,train,bottom dirt,DJI_20230228134331_0772_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228134419_0791_T_000003.png,112x112,train,bottom dirt,DJI_20230228134419_0791_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228134447_0802_T_000007.png,112x112,train,bottom dirt,DJI_20230228134447_0802_T_000007,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228134722_0868_T_000003.png,112x112,train,bottom dirt,DJI_20230228134722_0868_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228135305_0010_T_000004.png,112x112,train,bottom dirt,DJI_20230228135305_0010_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228145721_0352_T_000003.png,112x112,train,bottom dirt,DJI_20230228145721_0352_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228145721_0352_T_000004.png,112x112,train,bottom dirt,DJI_20230228145721_0352_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230228150039_0457_T_000003.png,112x112,train,bottom dirt,DJI_20230228150039_0457_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230411162844_0241_T_000005.png,112x112,train,bottom dirt,DJI_20230411162844_0241_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230512123345_0384_T_000004.png,112x112,train,bottom dirt,DJI_20230512123345_0384_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230513124823_0206_T_000003.png,112x112,train,bottom dirt,DJI_20230513124823_0206_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20230513160735_0549_T_000002.png,112x112,train,bottom dirt,DJI_20230513160735_0549_T_000002,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114115014_0093_T_000003.png,112x112,train,bottom dirt,DJI_20231114115014_0093_T_000003,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114115808_0325_T_000004.png,112x112,train,bottom dirt,DJI_20231114115808_0325_T_000004,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114115808_0325_T_000005.png,112x112,train,bottom dirt,DJI_20231114115808_0325_T_000005,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114115808_0325_T_000006.png,112x112,train,bottom dirt,DJI_20231114115808_0325_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120227_0452_T_000009.png,112x112,train,bottom dirt,DJI_20231114120227_0452_T_000009,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120227_0452_T_000010.png,112x112,train,bottom dirt,DJI_20231114120227_0452_T_000010,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120227_0452_T_000011.png,112x112,train,bottom dirt,DJI_20231114120227_0452_T_000011,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120227_0452_T_000012.png,112x112,train,bottom dirt,DJI_20231114120227_0452_T_000012,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120227_0452_T_000014.png,112x112,train,bottom dirt,DJI_20231114120227_0452_T_000014,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120227_0452_T_000015.png,112x112,train,bottom dirt,DJI_20231114120227_0452_T_000015,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120344_0490_T_000008.png,112x112,train,bottom dirt,DJI_20231114120344_0490_T_000008,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120359_0497_T_000006.png,112x112,train,bottom dirt,DJI_20231114120359_0497_T_000006,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120359_0497_T_000007.png,112x112,train,bottom dirt,DJI_20231114120359_0497_T_000007,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120359_0497_T_000008.png,112x112,train,bottom dirt,DJI_20231114120359_0497_T_000008,.png,112,112,3,False
../data/raw/PVF-10\PVF_10_112x112\train\01bottom dirt\DJI_20231114120644_0578_T_000010.png,112x112,train,bottom dirt,DJI_20231114120644_0578_T_000010,.png,112,112,3,False
